aes,wmo,REP_DATE,temp,td,rh,ws,wg,wdir,pres,vis,precip,rndays,sog,ffmc,dmc,dc,bui,isi,fwi,dsr,opts,calcstatus,Station,Distance,name,lon,lat,elev,ACQ_DATE,ATTK_DATE,CAUSE,CFS_ECOZ,CFS_NOTE1,CFS_NOTE2,CFS_REF_ID,DECADE,ECODISTRIC,ECOREGION,ECOZONE,FIRENAME,FIRE_ID,FIRE_TYPE,LATITUDE,LONGITUDE,MORE_INFO,OUT_DATE,PROTZONE,SIZE_HA,SRC_AGENCY,SRC_AGY2,fire_label,Month,Year
2201799,71087,6/16/19,29.7,7.2,24,4.7,10.9,241,1010,23.8,0.19,0,0,93.5,46.4,436.1,73.4,9,25,8.1,                    IDW=R:M=1:          ,1,CWID,95.21103867,FORT+PROVIDENCE,-117.6,61.317,162,6/1/20,,,4, , ,AB-2019-HTZ001,2010-2019,251,65,4, ,HTZ001,Mutual Aid,60.014433,-118.498833, ,, ,0.01,AB,AB,1,6,2019
1192948,71594,6/16/19,26.2,9.3,35,5.7,9.4,141,1009.1,48.3,0,1,0,89.9,52.5,266.6,70.3,5.7,17.6,4.3,                          M=1:          ,1,CVFN,87.08019942,FORT+NELSON,-122.567,58.833,380,5/5/20,,L,4, , ,BC-2019-2019-G80616,2010-2019,244,64,4, ,2019-G80616,Fire,58.0959,-120.6209, ,, ,5,BC,BC,1,6,2019
2201799,71087,6/16/19,29.7,7.2,24,4.7,10.9,241,1010,23.8,0.19,0,0,93.5,46.4,436.1,73.4,9,25,8.1,                    IDW=R:M=1:          ,1,CWID,92.94054461,FORT+PROVIDENCE,-117.6,61.317,162,5/4/20,,L,4, , ,NT-2019-SS010-19,2010-2019,249,65,4, ,SS010-19, ,60.046166,-118.481833, ,8/20/19 0:00, ,3929,NT,NT,1,6,2019
1157631,71782,6/16/19,23,3.5,28,7.8,13.5,171,1013.4,34.3,0.2,0,0,91.1,37.5,294.9,56.9,7.4,19.2,5.1,                          M=1:          ,1,CWGW,42.81925976,SPARWOOD+CS,-114.883,49.75,1137,5/5/20,,L,14, , ,BC-2019-2019-N20636,2010-2019,995,206,14, ,2019-N20636,Fire,50.2546,-115.4407, ,, ,5,BC,BC,1,6,2019
2201799,71087,6/16/19,29.7,7.2,24,4.7,10.9,241,1010,23.8,0.19,0,0,93.5,46.4,436.1,73.4,9,25,8.1,                    IDW=R:M=1:          ,1,CWID,54.2011475,FORT+PROVIDENCE,-117.6,61.317,162,5/4/20,,L,4, , ,NT-2019-SS009-19,2010-2019,242,64,4, ,SS009-19, ,60.562666,-118.030166, ,7/11/19 0:00, ,100,NT,NT,1,6,2019
3075488,71246,6/16/19,24.9,4,26,7.3,13.2,220,1015.9,23.6,3.9,0,0,76.6,14,146.4,22.6,1.2,1.7,0.1,                          M=1:          ,1,CWRD,15.58819877,RED+EARTH,-115.283,56.55,546,6/1/20,,L,9, , ,AB-2019-SWF113,2010-2019,607,142,9, ,SWF113,Wildfire,56.765433,-115.163333, ,, ,0.7,AB,AB,1,6,2019
5050919,71954,6/16/19,20,3,32.6,11.1,16.2,210,1018.4,17.6,0,5,0,90.5,32.7,181,45,8.1,18,4.5,                          M=1:          ,1,CWFO,44.46241147,FLIN+FLON,-101.683,54.683,304,1/16/20,,L,, , ,MB-2019-MB2019NW009,2010-2019,353,88,6, ,MB2019NW009, ,55.249722,-101.155833,ZONE: R; RESPONSE: FUL,6/22/19 0:00, ,2.2,MB,MB,1,6,2019
1098940,71104,6/16/19,22.2,7.2,37,3,20.18641026,199,1014.9,24.1,0,2,0,88.5,36.6,344.5,57.8,4,12.2,2.3,                  IDW=WSD:M=1:          ,1,CYWL,51.11328759,WILLIAMS+LAKE+A,-122.05,52.183,940,5/5/20,,L,14, , ,BC-2019-2019-C30611,2010-2019,987,205,14, ,2019-C30611,Fire,52.2209,-120.8484, ,, ,0.009,BC,BC,1,6,2019
2202202,71362,6/16/19,23.8,7.4,35,5.9,11.1,36,1014.2,24.1,0,1,0,83.5,24.3,190.5,36.9,2.3,5.6,0.6,                          M=1:          ,1,CZSM,30.60203183,FORT+SMITH+CLIMATE,-111.933,60.033,203,5/4/20,,L,, , ,NT-2019-SS008-19,2010-2019,263,69,5, ,SS008-19, ,60.014833,-111.0505, ,7/4/19 0:00, ,11.7,NT,NT,1,6,2019
1148705,71401,6/16/19,29.8,6.7,23,5.3,11.1,358,1010.8,24.4,0,7,0,95,77.7,303.5,94.8,11.2,33.2,13.4,                          M=1:          ,1,CXWF,7.530020426,WARFIELD+RCS,-117.733,49.117,567,5/5/20,,L,14, , ,BC-2019-2019-N50610,2010-2019,1012,212,14, ,2019-N50610,Fire,49.154,-117.5768, ,, ,0.9,BC,BC,1,6,2019
4063623,71023,6/16/19,18.6,10.4,59,2.3,20.18641026,267,1016.52,22,2.5,0,0,67.8,18.7,254.1,31.7,0.7,0.8,0,             IDW=T:RH:WSD:M=1:          ,1,CWHN,48.68319933,JIMMY+LAKE+AWOS,-109.967,54.917,637,6/1/20,,L,9, , ,AB-2019-LWF122,2010-2019,644,139,9, ,LWF122,Wildfire,55.527767,-110.57865, ,, ,0.25,AB,AB,1,6,2019
112FN0M,71032,6/16/19,27.2,2.9,21,4.7,9.9,154,1011.5,21.3,0,17,0,95.2,140,522.1,167.6,11.2,40.6,19.2,                          M=1:          ,1,CWPR,14.70558689,PRINCETON+CS,-120.517,49.467,697,5/5/20,,L,14, , ,BC-2019-2019-K60635,2010-2019,1006,209,14, ,2019-K60635,Fire,49.4045,-120.2051, ,, ,0.009,BC,BC,1,6,2019
112FN0M,71032,6/16/19,27.2,2.9,21,4.7,9.9,154,1011.5,21.3,0,17,0,95.2,140,522.1,167.6,11.2,40.6,19.2,                          M=1:          ,1,CWPR,13.95508597,PRINCETON+CS,-120.517,49.467,697,5/5/20,,L,14, , ,BC-2019-2019-K60634,2010-2019,1006,209,14, ,2019-K60634,Fire,49.4103,-120.2198, ,, ,0.009,BC,BC,1,6,2019
3073071,71507,6/17/19,28.3,8.7,29,18.2,20.18641026,176,1010.86,27.5,0,1,0,92.5,58.3,236.6,72.1,15.4,35.8,15.3,                          M=1:          ,1,CPHW,41.06124193,HAWK+HILLS+AGCM,-117.3,57.267,455,6/1/20,,L,9, , ,AB-2019-HWF087,2010-2019,588,138,9, ,HWF087,Wildfire,57.520827,-116.306609, ,, ,0.8,AB,AB,1,6,2019
1192948,71594,6/17/19,24.2,9.6,39,4.9,7.8,207,1007.8,48.3,0.1,0,0,90,56.9,274.4,74.9,5.5,17.9,4.5,                          M=1:          ,1,CVFN,35.44378651,FORT+NELSON,-122.567,58.833,380,5/5/20,,L,4, , ,BC-2019-2019-G90640,2010-2019,244,64,4, ,2019-G90640,Fire,59.3424,-122.4658, ,, ,13.5,BC,BC,1,6,2019
3072920,71940,6/17/19,25,8,33.9,0,0,0,1011.7,40.2,0,2,0,91,54.5,265.7,72.1,4.9,16.1,3.7,                          M=1:          ,1,CYQU,23.33609598,GRANDE+PRAIRIE+A,-118.883,55.183,669,6/1/20,,L,9, , ,AB-2019-GWF035,2010-2019,610,143,9, ,GWF035,Wildfire,54.845672,-118.890632, ,, ,0.02,AB,AB,1,6,2019
1096453,71302,6/17/19,22.3,8.3,41,4,9.7,359,1013.1,14.5,0,3,0,88.9,41.3,221.2,56.3,4.5,13.1,2.6,                          M=1:          ,1,CVXS,68.43234863,PRINCE+GEORGE+AIRPORT+AUTO,-122.667,53.883,680,5/5/20,,L,14, , ,BC-2019-2019-G10681,2010-2019,1013,213,14, ,2019-G10681,Fire,53.7125,-121.0206, ,, ,0.016,BC,BC,1,6,2019
4063623,71023,6/17/19,21.1,10.9,52.8,12.1,20.18641026,201,1017.75,22.8,1.1,0,0,79.4,21.5,261.3,35.7,2,4.7,0.4,           IDW=T:RH:WSD:R:M=1:          ,1,CWHN,34.5459776,JIMMY+LAKE+AWOS,-109.967,54.917,637,6/1/20,,L,9, , ,AB-2019-LWF126,2010-2019,644,139,9, ,LWF126,Wildfire,55.085833,-110.784658, ,, ,7,AB,AB,1,6,2019
3026KNQ,71248,6/17/19,22.2,9.4,44,18.2,29.4,143,1015.9,23.8,0.5,0,0,84.1,11,83,16.5,4.6,6.7,0.8,                          M=1:          ,1,CWAV,29.89654932,SUNDRE+A,-114.683,51.783,1114,6/1/20,,L,9, , ,AB-2019-RWF029,2010-2019,628,145,9, ,RWF029,Wildfire,51.9913,-115.2954, ,, ,0.01,AB,AB,1,6,2019
2201579,71497,6/17/19,24.7,10.4,41,6.1,11.6,243,1005.5,37.2,0.1,0,0,89,24.4,391.1,42.1,5.1,12.2,2.3,                          M=1:          ,1,CWJL,38.64681863,FORT+LIARD,-123.467,60.233,213,5/4/20,,L,4, , ,NT-2019-FS008-19,2010-2019,249,65,4, ,FS008-19, ,60.158833,-122.355666, ,6/29/19 0:00, ,0.5,NT,NT,1,6,2019
3065995,71369,6/17/19,26,7,29.8,25.9,25.9,150,1013.8,14.5,0,4,0,91.5,30.5,359.6,50.3,19.7,35.5,15.1,                          M=1:          ,1,CYZH,11.39125888,SLAVE+LAKE,-114.783,55.3,583,6/1/20,,L,9, , ,AB-2019-SWF114,2010-2019,619,145,9, ,SWF114,Wildfire,55.345367,-115.060617, ,, ,15.3,AB,AB,1,6,2019
1148705,71401,6/17/19,30.5,8.6,26,6.7,16.4,180,1012.5,24.4,0,8,0,95.1,83.5,312.4,100.1,12.2,36,15.5,                          M=1:          ,1,CXWF,10.32955794,WARFIELD+RCS,-117.733,49.117,567,5/5/20,,L,14, , ,BC-2019-2019-N50653,2010-2019,1012,212,14, ,2019-N50653,Fire,49.1936,-117.5373, ,, ,0.1,BC,BC,1,6,2019
1192948,71594,6/17/19,24.2,9.6,39,4.9,7.8,207,1007.8,48.3,0.1,0,0,90,56.9,274.4,74.9,5.5,17.9,4.5,                          M=1:          ,1,CVFN,13.26658635,FORT+NELSON,-122.567,58.833,380,5/5/20,,L,4, , ,BC-2019-2019-G90650,2010-2019,244,64,4, ,2019-G90650,Fire,58.867,-122.203, ,, ,0.009,BC,BC,1,6,2019
1192948,71594,6/17/19,24.2,9.6,39,4.9,7.8,207,1007.8,48.3,0.1,0,0,90,56.9,274.4,74.9,5.5,17.9,4.5,                          M=1:          ,1,CVFN,13.41396089,FORT+NELSON,-122.567,58.833,380,5/5/20,,L,4, , ,BC-2019-2019-G90649,2010-2019,244,64,4, ,2019-G90649,Fire,58.8678,-122.1991, ,, ,0.3,BC,BC,1,6,2019
1114746,71765,6/17/19,28.6,11.1,34,28.2,45.8,188,1012.3,35,0.44,0,0,91.8,108.4,390,127.9,22.8,59,37.1,                    IDW=R:M=1:          ,1,CVLY,17.59484845,LYTTON+RCS,-121.583,50.217,225,5/5/20,,L,14, , ,BC-2019-2019-K70645,2010-2019,1002,208,14, ,2019-K70645,Fire,50.4525,-121.734, ,, ,0.09,BC,BC,1,6,2019
1192946,71945,6/17/19,24,10,41.2,7.4,7.4,271,1007.7,48.3,0,2,0,89.6,48.8,391.7,74.4,5.8,18.6,4.8,                          M=1:          ,1,CYYE,36.30082426,FORT+NELSON+A,-122.6,58.833,382,5/5/20,,L,4, , ,BC-2019-2019-G90646,2010-2019,244,64,4, ,2019-G90646,Fire,59.3491,-122.781, ,, ,0.3,BC,BC,1,6,2019
3076680,71277,6/17/19,27.1,6.9,28,18.6,20.18641026,156,1012.8,30.6,0,3,0,92.6,37.6,162.9,47.7,15.9,30,11.2,                          M=1:          ,1,CXVW,34.66563325,VALLEYVIEW+AGDM,-117.2,55.1,698,6/1/20,,L,9, , ,AB-2019-GWF034,2010-2019,610,143,9, ,GWF034,Wildfire,54.866367,-117.970933, ,, ,0.02,AB,AB,1,6,2019
3073730,71542,6/17/19,28.9,7.4,27.9,9,20.18641026,145,1009.06,7.8,0.5,0,0,93,101.4,442.3,128.9,10.4,35.8,15.3,             IDW=T:RH:WSD:M=1:          ,1,CPLC,20.58445353,LA+CRETE+AGCM,-116.35,58.167,323,6/1/20,,L,9, , ,AB-2019-HWF086,2010-2019,587,138,9, ,HWF086,Wildfire,58.3259,-116.82685, ,, ,0.01,AB,AB,1,6,2019
2202402,71361,6/17/19,25.2,12.3,45,12.8,18.8,359,1006.4,19.8,0,4,0,91.2,62.5,363.6,87.5,9.6,28.8,10.4,                          M=1:          ,1,CZHY,65.60235337,HAY+RIVER+CLIMATE,-115.783,60.833,164,4/22/20,,L,4, , ,PC-WB-2019-2019WB6, ,243,64,4,Hawkes Lake,2019WB6, ,60.152,-114.4474, ,,Monitored Response,339.1,PC-WB,PC,1,6,2019
3074190,71229,6/17/19,29,11.1,33,29.5,20.18641026,187,1011.32,29,0,2,0,92,107.4,559.1,145.1,25.3,65.3,44.3,                          M=1:          ,1,CXMG,15.34366733,MANNING+AGDM,-117.45,56.967,457,6/1/20,,L,9, , ,AB-2019-PWF085,2010-2019,588,138,9, ,PWF085,Wildfire,56.962717,-117.044133, ,, ,0.1,AB,AB,1,6,2019
3072920,71940,6/17/19,25,8,33.9,0,0,0,1011.7,40.2,0,2,0,91,54.5,265.7,72.1,4.9,16.1,3.7,                          M=1:          ,1,CYQU,35.91357618,GRANDE+PRAIRIE+A,-118.883,55.183,669,6/1/20,,L,9, , ,AB-2019-GWF036,2010-2019,618,145,9, ,GWF036,Wildfire,54.677,-119.084933, ,, ,0.02,AB,AB,1,6,2019
2202202,71362,6/18/19,28,11.4,37.1,22.2,20.18641026,170,1002.5,24.1,0,3,0,91.7,35.6,207.3,49.8,16.8,31.8,12.4,           IDW=T:RH:WSD:R:M=1:          ,1,CZSM,31.96056635,FORT+SMITH+CLIMATE,-111.933,60.033,203,5/4/20,,L,, , ,NT-2019-SS011-19,2010-2019,263,69,5, ,SS011-19, ,60.243666,-111.109333, ,6/19/19 0:00, ,0.1,NT,NT,1,6,2019
1192948,71594,6/18/19,17.1,7.3,52,18.9,33.8,313,1005,24.1,1.9,0,0,79.5,54.5,280.9,73.4,2.8,10.4,1.7,                          M=1:          ,1,CVFN,2.617194375,FORT+NELSON,-122.567,58.833,380,5/5/20,,L,4, , ,BC-2019-2019-G90658,2010-2019,244,64,4, ,2019-G90658,Fire,58.827,-122.495, ,, ,0.009,BC,BC,1,6,2019
6040325,71841,6/18/19,19.4,6.1,42,5,12.7,348,1015.2,22.6,0,2,0,88.1,15.6,65,19.5,4.2,6.7,0.8,                          M=1:          ,1,CWYW,37.69190549,ARMSTRONG+AUT,-88.9,50.3,323,4/3/20,,L,, , ,ON-2019-THU10,2010-2019,385,94,6, ,THU10, ,50.5718,-89.6402, ,6/20/19 0:00, ,0.899999976,ON,ON,1,6,2019
3073071,71507,6/18/19,21.5,8.4,44,29.9,20.18641026,211,1007.32,26.3,2.2,0,0,83.7,54.4,243.9,69.8,8,22.6,6.8,             IDW=T:RH:WSD:M=1:          ,1,CPHW,25.74888816,HAWK+HILLS+AGCM,-117.3,57.267,455,6/1/20,,L,9, , ,AB-2019-PWF086,2010-2019,588,138,9, ,PWF086,Wildfire,57.257857,-116.613492, ,, ,2.6,AB,AB,1,6,2019
1148705,71401,6/18/19,29.2,8.5,27,4.8,10.7,122,1012,23.6,0.6,0,0,93.2,88.9,321.1,105.1,8.6,29.1,10.6,                          M=1:          ,1,CXWF,19.31922267,WARFIELD+RCS,-117.733,49.117,567,5/5/20,,L,14, , ,BC-2019-2019-N50655,2010-2019,1012,212,14, ,2019-N50655,Fire,49.1241,-117.3072, ,, ,0.01,BC,BC,1,6,2019
1096439,71896,6/18/19,17,2,36.7,20.4,35.2,250,1017.7,14.5,2.7,0,0,79.2,27.9,282.8,44.7,2.9,7.9,1.1,                          M=1:          ,1,CYXS,35.3628948,PRINCE+GEORGE,-122.683,53.883,691,5/5/20,,L,14, , ,BC-2019-2019-G10662,2010-2019,974,202,14, ,2019-G10662,Fire,53.5127,-123.2772, ,, ,6.8,BC,BC,1,6,2019
2202200,71934,6/18/19,28,12,37.1,22.2,38.9,170,1002.5,24.1,0,3,0,91,31.2,367.9,51.4,15.2,30.1,11.3,                          M=1:          ,1,CYSM,34.8535317,FORT+SMITH+A,-111.967,60.017,205,6/1/20,,L,, , ,AB-2019-MWF029,2010-2019,263,69,5, ,MWF029,Wildfire,59.618283,-111.35655, ,, ,0.6,AB,AB,1,6,2019
1161650,71645,6/18/19,23.9,-0.4,20,17.9,35,244,1012,29.7,0,4,0,95.3,98,357.5,116.3,22.1,55.9,33.6,                          M=1:          ,1,CVCW,36.46874211,CLEARWATER+AUTO,-120.083,51.65,438,5/5/20,,L,14, , ,BC-2019-2019-C40654,2010-2019,976,202,14, ,2019-C40654,Fire,51.7187,-120.9244, ,, ,4.27,BC,BC,1,6,2019
3073140,71066,6/18/19,21.8,12.3,54,24.1,20.18641026,157,1002.3,1.2,2.65,0,0,79.5,39.4,286.5,58.6,3.7,11.3,2,                    IDW=R:M=1:          ,1,CYOJ,42.49726761,HIGH+LEVEL+A,-117.167,58.617,338,6/1/20,,L,4, , ,AB-2019-HWF090,2010-2019,244,64,4, ,HWF090,Wildfire,59.2299,-117.23715, ,, ,6.25,AB,AB,1,6,2019
3073140,71066,6/18/19,21.8,12.3,54,24.1,20.18641026,157,1002.3,1.2,2.65,0,0,79.5,39.4,286.5,58.6,3.7,11.3,2,                    IDW=R:M=1:          ,1,CYOJ,20.71306165,HIGH+LEVEL+A,-117.167,58.617,338,6/1/20,,L,4, , ,AB-2019-HWF088,2010-2019,244,64,4, ,HWF088,Wildfire,58.846433,-117.5365, ,, ,216,AB,AB,1,6,2019
3073140,71066,6/18/19,21.8,12.3,54,24.1,20.18641026,157,1002.3,1.2,2.65,0,0,79.5,39.4,286.5,58.6,3.7,11.3,2,                    IDW=R:M=1:          ,1,CYOJ,19.33470818,HIGH+LEVEL+A,-117.167,58.617,338,6/1/20,,L,4, , ,AB-2019-HWF089,2010-2019,244,64,4, ,HWF089,Wildfire,58.880358,-117.346207, ,, ,12.1,AB,AB,1,6,2019
1098940,71104,6/18/19,18.1,-0.6,28,7.2,20.18641026,318,1017.3,24.1,0.01,1,0,90.5,43.9,358.9,67.3,6.6,19.2,5.1,                  IDW=WSD:M=1:          ,1,CYWL,37.0112502,WILLIAMS+LAKE+A,-122.05,52.183,940,5/5/20,,L,14, , ,BC-2019-2019-C40656,2010-2019,976,202,14, ,2019-C40656,Fire,51.852,-121.3681, ,, ,0.009,BC,BC,1,6,2019
3075488,71246,6/19/19,18.9,1.5,31,6.4,16.9,308,1008.4,21.2,1.3,0,0,85.2,27.7,168.4,39.2,3,7.4,0.9,                          M=1:          ,1,CWRD,32.01368806,RED+EARTH,-115.283,56.55,546,6/1/20,,L,9, , ,AB-2019-SWF117,2010-2019,609,142,9, ,SWF117,Wildfire,56.151667,-114.859, ,, ,0.1,AB,AB,1,6,2019
6040325,71841,6/19/19,20,1.1,28,8.2,17.1,329,1012.5,21.5,0,3,0,90.9,19.4,72,23.2,7.3,11.8,2.2,                          M=1:          ,1,CWYW,7.974542891,ARMSTRONG+AUT,-88.9,50.3,323,4/3/20,,L,, , ,ON-2019-THU11,2010-2019,385,94,6, ,THU11, ,50.3802,-89.0296, ,6/20/19 0:00, ,0.200000003,ON,ON,1,6,2019
2204100,71936,6/19/19,18,11,63.8,11.1,11.1,190,1007.4,19.3,0.01,1,0,83.7,20.8,252.7,34.5,3.1,7.1,0.9,                          M=1:          ,1,CYZF,59.51581673,YELLOWKNIFE+A,-114.433,62.467,206,5/4/20,,L,, , ,NT-2019-ZF009-19,2010-2019,257,68,5, ,ZF009-19, ,63.203,-113.462666, ,7/3/19 0:00, ,1,NT,NT,1,6,2019
1046332,71605,6/19/19,21.2,4.9,35,3.5,9.5,116,1017.8,40.8,0.65,0,0,88.9,41,224.2,56.3,4.4,12.8,2.5,                    IDW=R:M=1:          ,1,CVOM,2.703801972,PORT+MELLON,-123.5,49.533,125,5/5/20,,L,13, , ,BC-2019-2019-V50677,2010-2019,958,196,13, ,2019-V50677,Fire,49.4939,-123.4979, ,, ,3,BC,BC,1,6,2019
1145297,71216,6/19/19,19,0.4,29,8.3,18.7,332,1011.5,24.2,0,2,0,92.7,60.7,278.2,78.5,9.6,27.1,9.3,                          M=1:          ,1,CWNP,47.55069195,NAKUSP+CS,-117.817,50.267,512,5/5/20,,L,14, , ,BC-2019-2019-N70679,2010-2019,990,205,14, ,2019-N70679,Fire,50.3512,-116.7508, ,, ,0.66,BC,BC,1,6,2019
2202402,71361,6/19/19,18.9,6.3,44,22.6,36.3,197,1005.6,16,0.2,0,0,87.9,67.4,376.8,93.1,9.9,30.3,11.4,                          M=1:          ,1,CZHY,1.921337487,HAY+RIVER+CLIMATE,-115.783,60.833,164,5/4/20,,L,4, , ,NT-2019-SS012-19,2010-2019,242,64,4, ,SS012-19, ,60.859833,-115.7685, ,6/22/19 0:00, ,0.5,NT,NT,1,6,2019
1157631,71782,6/19/19,11.7,3.6,57,13.1,20.7,334,1007.8,28.2,0,2,0,87.6,45.6,315.2,66.9,5.8,17.5,4.3,                          M=1:          ,1,CWGW,44.68545334,SPARWOOD+CS,-114.883,49.75,1137,5/5/20,,L,14, , ,BC-2019-2019-N20676,2010-2019,995,206,14, ,2019-N20676,Fire,50.2553,-115.5088, ,, ,0.009,BC,BC,1,6,2019
1152106,71660,6/19/19,19,-4.6,20,13.2,32.5,265,1003.1,28.6,0,5,0,93.6,67.6,287.6,85.1,13.8,36.1,15.5,                          M=1:          ,1,CVXC,36.42938966,CRANBROOK+AIRPORT+AUTO,-115.783,49.617,927,5/5/20,,L,14, , ,BC-2019-2019-N20672,2010-2019,1015,213,14, ,2019-N20672,Fire,50.1432,-115.8306, ,, ,0.1,BC,BC,1,6,2019
2202202,71362,6/19/19,22.4,2.8,28,16.1,24.7,190,1007.3,24.1,1.2,0,0,89.3,40.6,214.7,55.1,8.8,21.3,6.1,                    IDW=R:M=1:          ,1,CZSM,17.50572872,FORT+SMITH+CLIMATE,-111.933,60.033,203,6/1/20,,L,9, , ,AB-2019-MWF030,2010-2019,574,136,9, ,MWF030,Wildfire,59.9038,-111.4994, ,, ,0.54,AB,AB,1,6,2019
3050519,71122,6/19/19,10.8,-0.9,44,13.1,22.3,225,1007.7,25.4,0.8,0,0,84.8,30.8,77.2,30.8,3.9,8.2,1.1,                          M=1:          ,1,CWZG,29.66672407,BANFF+CS,-115.55,51.2,1397,4/22/20,,L,14, , ,PC-KO-2019-2019KO5, ,995,206,14,Whitetail Creek (2019 edition),2019KO5, ,50.9455,-116.0985, ,,Full Response,0.1,PC-KO,PC,1,6,2019
4064149,71586,6/19/19,22.9,5.5,32.5,16.7,23.3,120,1008.3,20.3,0,3,0,90.9,24.3,183.1,36.5,11.4,20.8,5.9,                          M=1:          ,1,CXOX,70.42445287,LA+RONGE+RCS,-105.267,55.15,379,4/3/20,,L,, , ,SK-2019-19LA-MCRAE,2010-2019,347,88,6,19LA-MCRAE,19LA-MCRAE,Wildfire,56.118083,-105.82355, ,7/3/19 0:00, ,14.9,SK,SK,1,6,2019
3073730,71542,6/20/19,15,8.4,65,33.1,20.18641026,313,1017.17,18,0,1,0,82.9,74.6,449.5,105.4,8.5,28.9,10.5,                          M=1:          ,1,CPLC,49.22459359,LA+CRETE+AGCM,-116.35,58.167,323,6/1/20,,L,9, , ,AB-2019-HWF093,2010-2019,607,142,9, ,HWF093,Wildfire,57.766967,-115.243267, ,, ,1.5,AB,AB,1,6,2019
2202402,71361,6/20/19,12.7,8.6,76,25.4,33.3,303,1019.4,23.9,0,1,0,84.1,68.4,382.5,94.5,6.7,23.3,7.1,                          M=1:          ,1,CZHY,35.86415995,HAY+RIVER+CLIMATE,-115.783,60.833,164,5/4/20,,L,4, , ,NT-2019-SS013-19,2010-2019,242,64,4, ,SS013-19, ,60.7755,-116.836666, ,6/24/19 0:00, ,12.9,NT,NT,1,6,2019
3064528,71255,6/20/19,23.7,7.8,36,18.6,30.8,23,1010.62,15.2,1.7,0,0,86.5,33.9,173,45.5,6.7,15.8,3.6,                          M=1:          ,1,CWMX,67.39516556,MILDRED+LAKE,-111.567,57.033,310,6/1/20,,L,9, , ,AB-2019-SWF120,2010-2019,608,142,9, ,SWF120,Wildfire,56.8165,-113.303633, ,, ,0.01,AB,AB,1,6,2019
3073140,71066,6/20/19,13.1,8.1,71,21,20.18641026,315,1019.2,16.1,0.64,0,0,80.5,42.4,298.3,62.5,3.4,11.2,2,                IDW=WSD:R:M=1:          ,1,CYOJ,28.09837925,HIGH+LEVEL+A,-117.167,58.617,338,6/1/20,,L,4, , ,AB-2019-HWF092,2010-2019,244,64,4, ,HWF092,Wildfire,58.8516,-116.5298, ,, ,0.01,AB,AB,1,6,2019
3065995,71369,6/20/19,18,13,72.7,13,13,290,1009.9,14.5,19.2,0,0,47.5,14.4,311.5,25.9,0.2,0.2,0,                          M=1:          ,1,CYZH,16.60082222,SLAVE+LAKE,-114.783,55.3,583,6/1/20,,L,9, , ,AB-2019-SWF121,2010-2019,616,139,9, ,SWF121,Wildfire,55.3807,-114.386467, ,, ,0.02,AB,AB,1,6,2019
3065995,71369,6/20/19,18,13,72.7,13,13,290,1009.9,14.5,19.2,0,0,47.5,14.4,311.5,25.9,0.2,0.2,0,                          M=1:          ,1,CYZH,72.5643499,SLAVE+LAKE,-114.783,55.3,583,6/1/20,,L,9, , ,AB-2019-SWF118,2010-2019,609,142,9, ,SWF118,Wildfire,56.067933,-113.518267, ,, ,0.2,AB,AB,1,6,2019
4060983,71077,6/20/19,24.2,7,33,16.3,23.9,95,1010.6,24.1,0,12,0,90.9,55.1,218.7,67.6,11.1,27.9,9.8,                          M=1:          ,1,CWVT,36.89312768,BUFFALO+NARROWS+AUT,-108.417,55.833,440,4/3/20,,L,9, , ,SK-2019-19LX-PARKER,2010-2019,645,139,9,19LX-PARKER,19LX-PARKER,Wildfire,55.300117,-108.38005, ,6/22/19 0:00, ,0.2,SK,SK,1,6,2019
4060983,71077,6/21/19,21.3,8.5,44,5.9,10.1,332,1015.1,24.1,0,13,0,90.4,58.5,225.9,71,6.1,18.7,4.9,                          M=1:          ,1,CWVT,9.195041225,BUFFALO+NARROWS+AUT,-108.417,55.833,440,4/3/20,,L,9, , ,SK-2019-19BN-MIKE,2010-2019,640,139,9,19BN-MIKE,19BN-MIKE,Wildfire,55.700433,-108.43395, ,6/22/19 0:00, ,1,SK,SK,1,6,2019
4064149,71586,6/21/19,21.3,7.5,41.1,14.8,21.9,50,1013.6,20.3,0,5,0,90.8,31.9,197.9,45.5,10.1,21.3,6.1,                          M=1:          ,1,CXOX,71.05709271,LA+RONGE+RCS,-105.267,55.15,379,4/3/20,,L,, , ,SK-2019-19LA-HEWETS,2010-2019,347,88,6,19LA-HEWETS,19LA-HEWETS,Wildfire,56.13575,-105.777317, ,6/26/19 0:00, ,27,SK,SK,1,6,2019
4060983,71077,6/21/19,21.3,8.5,44,5.9,10.1,332,1015.1,24.1,0,13,0,90.4,58.5,225.9,71,6.1,18.7,4.9,                          M=1:          ,1,CWVT,65.11554779,BUFFALO+NARROWS+AUT,-108.417,55.833,440,4/3/20,,L,9, , ,SK-2019-19BN-CAT,2010-2019,637,139,9,19BN-CAT,19BN-CAT,Wildfire,56.561683,-109.4855, ,7/3/19 0:00, ,5.5,SK,SK,1,6,2019
2100LRP,71966,6/21/19,26.4,3.5,23,11.2,17.1,219,1015.3,32.2,0.5,0,0,93.7,78.4,341.5,99.6,12.7,36.9,16.2,                          M=1:          ,1,CWON,21.46237459,DAWSON,-139.133,64.067,370,5/12/20,,L,12, , ,YT-2019-2019DA016,2010-2019,882,172,12, ,2019DA016, ,64.13646667,-139.8234333,Top of World Highway,,Full FMZ,0.3,YT,YT,1,6,2019
